  @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA
 'what','einstein', 'what einstein' ,'is','einstein is','what is' ,LOC,other 
 'what','century', 'what century' ,'is','century is','what is' ,NUM,date 
 'who','wrote', 'who wrote' ,'bible','wrote bible','who bible' ,HUM,ind 
 'what','debts', 'what debts' ,'did','debts did','what did' ,NUM,money 
 'which','us', 'which us' ,'president','us president','which president' ,HUM,ind 
 'where','austerlitz', 'where austerlitz' ,'victor','austerlitz victor','where victor' ,LOC,other 
 'where','did', 'where did' ,'ty','did ty','where ty' ,LOC,other 
 'what','per-capita', 'what per-capita' ,'income','per-capita income','what income' ,NUM,money 
 'how','types', 'how types' ,'cheese','types cheese','how cheese' ,NUM,count 
 'how','many', 'how many' ,'','many ','how ' ,NUM,count 
 'how','websites', 'how websites' ,'world','websites world','how world' ,NUM,count 
 'how','points', 'how points' ,'disk','points disk','how disk' ,NUM,count 
 'what','general', 'what general' ,'direction','general direction','what direction' ,LOC,other 
 'lawyer','who', 'lawyer who' ,'represented','who represented','lawyer represented' ,HUM,ind 
 'what','new', 'what new' ,'england','new england','what england' ,LOC,mount 
 'who','black', 'who black' ,'head','black head','who head' ,HUM,ind 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'how','verses', 'how verses' ,'bible','verses bible','how bible' ,NUM,count 
 'what','robust', 'what robust' ,'us','robust us','what us' ,HUM,ind 
 'what','nation', 'what nation' ,'edessa','nation edessa','what edessa' ,LOC,country 
 'country','developing', 'country developing' ,'magnetic','developing magnetic','country magnetic' ,LOC,country 
 'what','seven', 'what seven' ,'digits','seven digits','what digits' ,NUM,code 
 'what','player', 'what player' ,'is','player is','what is' ,HUM,ind 
 'where','largest', 'where largest' ,'dam','largest dam','where dam' ,LOC,other 
 'who','held', 'who held' ,'endurance','held endurance','who endurance' ,HUM,ind 
 'independent','silversmith', 'independent silversmith' ,'is','silversmith is','independent is' ,NUM,perc 
 'what','part', 'what part' ,'world','part world','what world' ,LOC,other 
 'who','woody', 'who woody' ,'woodpecker','woody woodpecker','who woodpecker' ,HUM,ind 
 'who','created', 'who created' ,'maudie','created maudie','who maudie' ,HUM,ind 
 'who','english', 'who english' ,'circumnavigator','english circumnavigator','who circumnavigator' ,HUM,ind 
 'what','salary', 'what salary' ,'us','salary us','what us' ,NUM,money 
 'what','man-waterways', 'what man-waterways' ,'176','man-waterways 176','what 176' ,LOC,other 
 'who','liberated', 'who liberated' ,'19th','liberated 19th','who 19th' ,HUM,ind 
 'what','river', 'what river' ,'strasbourg','river strasbourg','what strasbourg' ,LOC,other 
 'what','is', 'what is' ,'maximum','is maximum','what maximum' ,NUM,count 
 'what','country', 'what country' ,'located','country located','what located' ,LOC,country 
 'where','busiest', 'where busiest' ,'ports','busiest ports','where ports' ,LOC,other 
 'what','pig', 'what pig' ,'population','pig population','what population' ,NUM,count 
 'what','city', 'what city' ,'does','city does','what does' ,LOC,city 
 'what','number', 'what number' ,'goals','number goals','what goals' ,NUM,count 
 'what','actor', 'what actor' ,'tattoo','actor tattoo','what tattoo' ,HUM,ind 
 'how','dollars', 'how dollars' ,'day','dollars day','how day' ,NUM,count 
 'who','appointed', 'who appointed' ,'chair','appointed chair','who chair' ,HUM,ind 
 'where','i', 'where i' ,'up-to-date','i up-to-date','where up-to-date' ,LOC,other 
 'what','cities', 'what cities' ,'dicken','cities dicken','what dicken' ,LOC,city 
 'what','english', 'what english' ,'queen','english queen','what queen' ,HUM,ind 
 'what','river', 'what river' ,'runs','river runs','what runs' ,LOC,other 
 'when','did', 'when did' ,'mount','did mount','when mount' ,NUM,date 
 'when','child', 'when child' ,'labor','child labor','when labor' ,NUM,date 
 'how','three-letter', 'how three-letter' ,'permutations','three-letter permutations','how permutations' ,NUM,count 
 'what','time', 'what time' ,'year','time year','what year' ,NUM,date 
 'what','is', 'what is' ,'longest','is longest','what longest' ,LOC,other 
 'what','tennis', 'what tennis' ,'player','tennis player','what player' ,HUM,ind 
 'what','non-conformist', 'what non-conformist' ,'abstract','non-conformist abstract','what abstract' ,HUM,ind 
 'how','furlongs', 'how furlongs' ,'mile-and-a-quarter','furlongs mile-and-a-quarter','how mile-and-a-quarter' ,NUM,count 
 'how','millimeters', 'how millimeters' ,'mile','millimeters mile','how mile' ,NUM,count 
 'how','big', 'how big' ,'baby','big baby','how baby' ,NUM,volsize 
 'what','great', 'what great' ,'britain','great britain','what britain' ,NUM,count 
 'what','mountain', 'what mountain' ,'range','mountain range','what range' ,LOC,mount 
 'who','founded', 'who founded' ,'modern','founded modern','who modern' ,HUM,ind 
 'how','people', 'how people' ,'did','people did','how did' ,NUM,count 
 'who','is', 'who is' ,'king','is king','who king' ,HUM,ind 
 'what','bestselling', 'what bestselling' ,'modern','bestselling modern','what modern' ,HUM,ind 
 'what','south', 'what south' ,'vietnamese','south vietnamese','what vietnamese' ,HUM,ind 
 'how','old', 'how old' ,'old','old old','how old' ,NUM,period 
 'when','hoover', 'when hoover' ,'dam','hoover dam','when dam' ,NUM,date 
 'how','tenths', 'how tenths' ,'earth','tenths earth','how earth' ,NUM,count 
 'what','pennsylvania', 'what pennsylvania' ,'state','pennsylvania state','what state' ,NUM,perc 
 'who','won', 'who won' ,'1968','won 1968','who 1968' ,HUM,ind 
 'who','spoke', 'who spoke' ,'word','spoke word','who word' ,HUM,ind 
 'what','thatcher', 'what thatcher' ,'is','thatcher is','what is' ,HUM,ind 
 'who','russian', 'who russian' ,'astronaut','russian astronaut','who astronaut' ,HUM,ind 
 'who','wrote', 'who wrote' ,'','wrote ','who ' ,HUM,ind 
 'what','life', 'what life' ,'expectancy','life expectancy','what expectancy' ,NUM,period 
 'who','malaysia', 'who malaysia' ,'is','malaysia is','who is' ,HUM,ind 
 'who','founded', 'who founded' ,'aerodynamics','founded aerodynamics','who aerodynamics' ,HUM,ind 
 'what','fare', 'what fare' ,'cost','fare cost','what cost' ,NUM,money 
 'who','said', 'who said' ,'','said ','who ' ,HUM,ind 
 'what','location', 'what location' ,'mccarren','location mccarren','what mccarren' ,LOC,other 
 'how','california', 'how california' ,'state','california state','how state' ,NUM,money 
 'powerful','white', 'powerful white' ,'trader','white trader','powerful trader' ,HUM,ind 
 'how','long', 'how long' ,'border','long border','how border' ,NUM,dist 
 'what','largest', 'what largest' ,'island','largest island','what island' ,LOC,other 
 'what','joe', 'what joe' ,'namath','joe namath','what namath' ,NUM,money 
 'where','rider', 'where rider' ,'college','rider college','where college' ,LOC,other 
 'where','chop', 'where chop' ,'suey','chop suey','where suey' ,LOC,other 
 'where','does', 'where does' ,'dew','does dew','where dew' ,LOC,other 
 'how','old', 'how old' ,'lucille','old lucille','how lucille' ,NUM,period 
 'what','landmark', 'what landmark' ,'italian','landmark italian','what italian' ,LOC,other 
 'how','points', 'how points' ,'bullseye','points bullseye','how bullseye' ,NUM,count 
 'what','mythology', 'what mythology' ,'websites','mythology websites','what websites' ,LOC,other 
 'what','nationality', 'what nationality' ,'ileana','nationality ileana','what ileana' ,LOC,country 
 'what','population', 'what population' ,'kansas','population kansas','what kansas' ,NUM,other 
 'who','invented', 'who invented' ,'pull-tab','invented pull-tab','who pull-tab' ,HUM,ind 
 'what','deranged', 'what deranged' ,'super-criminal','deranged super-criminal','what super-criminal' ,HUM,ind 
 'whose','acceptance', 'whose acceptance' ,'speech','acceptance speech','whose speech' ,HUM,ind 
 'how','coca', 'how coca' ,'cola','coca cola','how cola' ,NUM,count 
 'where','did', 'where did' ,'world','did world','where world' ,LOC,other 
 'what','island', 'what island' ,'group','island group','what group' ,LOC,other 
 'who','declared', 'who declared' ,':','declared :','who :' ,HUM,ind 
 'how','e-commerce', 'how e-commerce' ,'companies','e-commerce companies','how companies' ,NUM,count 
 'what','is', 'what is' ,'east','is east','what east' ,LOC,country 
 'what','judy', 'what judy' ,'garland','judy garland','what garland' ,NUM,date 
 'which','ku', 'which ku' ,'klux','ku klux','which klux' ,HUM,ind 
 'what','length', 'what length' ,'border','length border','what border' ,NUM,dist 
 'what','country', 'what country' ,'highest','country highest','what highest' ,LOC,country 
 'who','actor', 'who actor' ,'who','actor who','who who' ,HUM,ind 
 'what','city', 'what city' ,'does','city does','what does' ,LOC,city 
 'where','did', 'where did' ,'woodstock','did woodstock','where woodstock' ,LOC,other 
 'what','average', 'what average' ,'time','average time','what time' ,NUM,period 
 'what','oil-producing', 'what oil-producing' ,'countries','oil-producing countries','what countries' ,LOC,country 
 'what','new', 'what new' ,'orleans','new orleans','what orleans' ,HUM,ind 
 'where','rider', 'where rider' ,'college','rider college','where college' ,LOC,other 
 'how','caffeine', 'how caffeine' ,'16','caffeine 16','how 16' ,NUM,count 
 'what','real', 'what real' ,'writer','real writer','what writer' ,HUM,ind 
 'how','big', 'how big' ,'australia','big australia','how australia' ,NUM,volsize 
 'what','countries', 'what countries' ,'auto','countries auto','what auto' ,LOC,country 
 'who','makes', 'who makes' ,'chicken','makes chicken','who chicken' ,HUM,ind 
 'what','director', 'what director' ,'portrayed','director portrayed','what portrayed' ,HUM,ind 
 'what','names', 'what names' ,'jacques','names jacques','what jacques' ,HUM,ind 
 'who','accompanied', 'who accompanied' ,'space','accompanied space','who space' ,HUM,ind 
 'what','world', 'what world' ,'war','world war','what war' ,HUM,ind 
 'who','israel', 'who israel' ,'is','israel is','who is' ,HUM,ind 
 'what','country', 'what country' ,'boasts','country boasts','what boasts' ,LOC,country 
 'where','i', 'where i' ,'ride','i ride','where ride' ,LOC,other 
 'where','virtual', 'where virtual' ,'desk','virtual desk','where desk' ,LOC,other 
 'how','loud', 'how loud' ,'thunder','loud thunder','how thunder' ,NUM,other 
 'what','california', 'what california' ,'governor','california governor','what governor' ,HUM,ind 
 'who','person', 'who person' ,'study','person study','who study' ,HUM,ind 
 'who','author', 'who author' ,'book','author book','who book' ,HUM,ind 
 'how','black-and-white', 'how black-and-white' ,'1-cent','black-and-white 1-cent','how 1-cent' ,NUM,money 
 'what','probability', 'what probability' ,'2','probability 2','what 2' ,NUM,perc 
 'where','bridge', 'where bridge' ,'river','bridge river','where river' ,LOC,other 
 'how','people', 'how people' ,'did','people did','how did' ,NUM,count 
 'how','elephants', 'how elephants' ,'left','elephants left','how left' ,NUM,count 
 'who','did', 'who did' ,'doris','did doris','who doris' ,HUM,ind 
 'when','practical', 'when practical' ,'commercial','practical commercial','when commercial' ,NUM,date 
 'what','scandinavian', 'what scandinavian' ,'country','scandinavian country','what country' ,LOC,country 
 'how','long', 'how long' ,'earth','long earth','how earth' ,NUM,period 
 'where','i', 'where i' ,'mailing','i mailing','where mailing' ,LOC,other 
 'what','city', 'what city' ,'boasts','city boasts','what boasts' ,LOC,city 
 'who','owner', 'who owner' ,'cnn','owner cnn','who cnn' ,HUM,ind 
 'how','long', 'how long' ,'oj','long oj','how oj' ,NUM,period 
 'what','country', 'what country' ,'lies','country lies','what lies' ,LOC,country 
 'where','did', 'where did' ,'surfing','did surfing','where surfing' ,LOC,other 
 'what','tallest', 'what tallest' ,'mountain','tallest mountain','what mountain' ,LOC,mount 
 'what','is', 'what is' ,'maximum','is maximum','what maximum' ,NUM,count 
 'how','different', 'how different' ,'countries','different countries','how countries' ,NUM,count 
 'how','continents', 'how continents' ,'there','continents there','how there' ,NUM,count 
 'what','knighted', 'what knighted' ,'actor','knighted actor','what actor' ,HUM,ind 
 'what','football', 'what football' ,'coach','football coach','what coach' ,HUM,ind 
 'when','did', 'when did' ,'chernobyl','did chernobyl','when chernobyl' ,NUM,date 
 'where','did', 'where did' ,'maya','did maya','where maya' ,LOC,other 
 'what','randy', 'what randy' ,'craft','randy craft','what craft' ,HUM,ind 
 'kosovo','province', 'kosovo province' ,'what','province what','kosovo what' ,LOC,state 
 'what','new', 'what new' ,'england','new england','what england' ,LOC,state 
 'hitler','came', 'hitler came' ,'power','came power','hitler power' ,NUM,date 
 'who','markets', 'who markets' ,'spaghetti-o','markets spaghetti-o','who spaghetti-o' ,HUM,ind 
 'where','haversian', 'where haversian' ,'canals','haversian canals','where canals' ,LOC,other 
 'how','people', 'how people' ,'die','people die','how die' ,NUM,count 
 'who','co-starred', 'who co-starred' ,'julie','co-starred julie','who julie' ,HUM,ind 
 'where','i', 'where i' ,'status','i status','where status' ,LOC,other 
 'what','horsepower', 'what horsepower' ,'shuttle','horsepower shuttle','what shuttle' ,NUM,other 
 'when','general', 'when general' ,'manuel','general manuel','when manuel' ,NUM,date 
 'how','years', 'how years' ,'bad','years bad','how bad' ,NUM,count 
 'where','kentucky', 'where kentucky' ,'horse','kentucky horse','where horse' ,LOC,other 
 'what','argentine', 'what argentine' ,'boxer','argentine boxer','what boxer' ,HUM,ind 
 'what','country', 'what country' ,'boasts','country boasts','what boasts' ,LOC,country 
 'what','jimmy', 'what jimmy' ,'olsen','jimmy olsen','what olsen' ,HUM,ind 
 'how','people', 'how people' ,'died','people died','how died' ,NUM,count 
 'how','days', 'how days' ,'does','days does','how does' ,NUM,count 
 'what','famous', 'what famous' ,'new','famous new','what new' ,HUM,ind 
 'what','russian', 'what russian' ,'city','russian city','what city' ,LOC,city 
 'how','votes', 'how votes' ,'congress','votes congress','how congress' ,NUM,count 
 'who','pia', 'who pia' ,'zadora','pia zadora','who zadora' ,HUM,ind 
 'what','us', 'what us' ,'president','us president','what president' ,HUM,ind 
 'what','astronomer-architect', 'what astronomer-architect' ,'designed','astronomer-architect designed','what designed' ,HUM,ind 
