 @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA
 'english','queen', 'english queen' ,'fingers','queen fingers','english fingers' , HUM, ind 
 'river','runs', 'river runs' ,'liverpool','runs liverpool','river liverpool' , LOC, other 
 'did','mount', 'did mount' ,'st','mount st','did st' , NUM, date 
 'child','labor', 'child labor' ,'abolished','labor abolished','child abolished' , NUM, date 
 'three-letter','permutations', 'three-letter permutations' ,'letters','permutations letters','three-letter letters' , NUM, count 
 'time','year', 'time year' ,'air','year air','time air' , NUM, date 
 'what','is', 'what is' ,'longest','is longest','what longest' , LOC, other 
 'tennis','player', 'tennis player' ,'nickname','player nickname','tennis nickname' , HUM, ind 
 'non-conformist','abstract', 'non-conformist abstract' ,'painter','abstract painter','non-conformist painter' , HUM, ind 
 'furlongs','mile-and-a-quarter', 'furlongs mile-and-a-quarter' ,'recetrack','mile-and-a-quarter recetrack','furlongs recetrack' , NUM, count 
 'big','baby', 'big baby' ,'bald','baby bald','big bald' , NUM, volsize 
 'great','britain', 'great britain' ,'population','britain population','great population' , NUM, count 
 'mountain','range', 'mountain range' ,'marks','range marks','mountain marks' , LOC, mount 
 'founded','modern', 'founded modern' ,'theory','modern theory','founded theory' , HUM, ind 
 'people','did', 'people did' ,'randy','did randy','people randy' , NUM, count 
 'who','is', 'who is' ,'king','is king','who king' , HUM, ind 
 'bestselling','modern', 'bestselling modern' ,'poet','modern poet','bestselling poet' , HUM, ind 
 'south','vietnamese', 'south vietnamese' ,'president','vietnamese president','south president' , HUM, ind 
 'old','old', 'old old' ,'child','old child','old child' , NUM, period 
 'hoover','dam', 'hoover dam' ,'constructed','dam constructed','hoover constructed' , NUM, date 
 'tenths','earth', 'tenths earth' ,'is','earth is','tenths is' , NUM, count 
 'pennsylvania','state', 'pennsylvania state' ,'income','state income','pennsylvania income' , NUM, perc 
 'won','1968', 'won 1968' ,'california','1968 california','won california' , HUM, ind 
 'spoke','word', 'spoke word' ,'mel','word mel','spoke mel' , HUM, ind 
 'thatcher','is', 'thatcher is' ,'name','is name','thatcher name' , HUM, ind 
 'russian','astronaut', 'russian astronaut' ,'walk','astronaut walk','russian walk' , HUM, ind 
 'wrote','', 'wrote ' ,'dubliners',' dubliners','wrote dubliners' , HUM, ind 
 'life','expectancy', 'life expectancy' ,'elephant','expectancy elephant','life elephant' , NUM, period 
 'malaysia','is', 'malaysia is' ,'43rd','is 43rd','malaysia 43rd' , HUM, ind 
 'founded','aerodynamics', 'founded aerodynamics' ,'laboratory','aerodynamics laboratory','founded laboratory' , HUM, ind 
 'fare','cost', 'fare cost' ,'round','cost round','fare round' , NUM, money 
 'said','', 'said ' ,'liberty',' liberty','said liberty' , HUM, ind 
 'location','mccarren', 'location mccarren' ,'airport','mccarren airport','location airport' , LOC, other 
 'california','state', 'california state' ,'gas','state gas','california gas' , NUM, money 
 'powerful','white', 'powerful white' ,'trader','white trader','powerful trader' , HUM, ind 
 'long','border', 'long border' ,'canada','border canada','long canada' , NUM, dist 
 'largest','island', 'largest island' ,'mediterranean','island mediterranean','largest mediterranean' , LOC, other 
 'joe','namath', 'joe namath' ,'is','namath is','joe is' , NUM, money 
 'chop','suey', 'chop suey' ,'invented','suey invented','chop invented' , LOC, other 
 'does','dew', 'does dew' ,'come','dew come','does come' , LOC, other 
 'old','lucille', 'old lucille' ,'ball','lucille ball','old ball' , NUM, period 
 'landmark','italian', 'landmark italian' ,'restaurant','italian restaurant','landmark restaurant' , LOC, other 
 'points','bullseye', 'points bullseye' ,'worth','bullseye worth','points worth' , NUM, count 
 'nationality','ileana', 'nationality ileana' ,'cotrubas','ileana cotrubas','nationality cotrubas' , LOC, country 
 'invented','pull-tab', 'invented pull-tab' ,'opener','pull-tab opener','invented opener' , HUM, ind 
 'deranged','super-criminal', 'deranged super-criminal' ,'otto','super-criminal otto','deranged otto' , HUM, ind 
 'acceptance','speech', 'acceptance speech' ,'3','speech 3','acceptance 3' , HUM, ind 
 'coca','cola', 'coca cola' ,'drunk','cola drunk','coca drunk' , NUM, count 
 'did','world', 'did world' ,'come','world come','did come' , LOC, other 
 'island','group', 'island group' ,'guadalcanal','group guadalcanal','island guadalcanal' , LOC, other 
 'declared','', 'declared ' ,'',' ','declared ' , HUM, ind 
 'e-commerce','companies', 'e-commerce companies' ,'started','companies started','e-commerce started' , NUM, count 
 'what','is', 'what is' ,'east','is east','what east' , LOC, country 
 'judy','garland', 'judy garland' ,'is','garland is','judy is' , NUM, date 
 'ku','klux', 'ku klux' ,'klan','klux klan','ku klan' , HUM, ind 
 'length','border', 'length border' ,'ukraine','border ukraine','length ukraine' , NUM, dist 
 'country','highest', 'country highest' ,'arson','highest arson','country arson' , LOC, country 
 'actor','played', 'actor played' ,'sam','played sam','actor sam' , HUM, ind 
 'city','does', 'city does' ,'orly','does orly','city orly' , LOC, city 
 'did','woodstock', 'did woodstock' ,'place','woodstock place','did place' , LOC, other 
 'average','time', 'average time' ,'kiss','time kiss','average kiss' , NUM, period 
 'oil-producing','countries', 'oil-producing countries' ,'world','countries world','oil-producing world' , LOC, country 
 'new','orleans', 'new orleans' ,'da','orleans da','new da' , HUM, ind 
 'caffeine','16', 'caffeine 16' ,'oz','16 oz','caffeine oz' , NUM, count 
 'real','writer', 'real writer' ,'ross','writer ross','real ross' , HUM, ind 
 'countries','auto', 'countries auto' ,'thefts','auto thefts','countries thefts' , LOC, country 
 'makes','chicken', 'makes chicken' ,'','chicken ','makes ' , HUM, ind 
 'director','portrayed', 'director portrayed' ,'commandant','portrayed commandant','director commandant' , HUM, ind 
 'names','jacques', 'names jacques' ,'cousteau','jacques cousteau','names cousteau' , HUM, ind 
 'accompanied','space', 'accompanied space' ,'ghost','space ghost','accompanied ghost' , HUM, ind 
 'world','war', 'world war' ,'ii','war ii','world ii' , HUM, ind 
 'israel','is', 'israel is' ,'prime','is prime','israel prime' , HUM, ind 
 'country','boasts', 'country boasts' ,'ismail','boasts ismail','country ismail' , LOC, country 
 'i','ride', 'i ride' ,'steam','ride steam','i steam' , LOC, other 
 'virtual','desk', 'virtual desk' ,'reference','desk reference','virtual reference' , LOC, other 
 'california','governor', 'california governor' ,'said','governor said','california said' , HUM, ind 
 'person','study', 'person study' ,'stars','study stars','person stars' , HUM, ind 
 'author','book', 'author book' ,'','book ','author ' , HUM, ind 
 'black-and-white','1-cent', 'black-and-white 1-cent' ,'stamp','1-cent stamp','black-and-white stamp' , NUM, money 
 'probability','2', 'probability 2' ,'25','2 25','probability 25' , NUM, perc 
 'bridge','river', 'bridge river' ,'kwai','river kwai','bridge kwai' , LOC, other 
 'people','did', 'people did' ,'united','did united','people united' , NUM, count 
 'elephants','left', 'elephants left' ,'earth','left earth','elephants earth' , NUM, count 
 'did','doris', 'did doris' ,'day','doris day','did day' , HUM, ind 
 'practical','commercial', 'practical commercial' ,'typewriter','commercial typewriter','practical typewriter' , NUM, date 
 'scandinavian','country', 'scandinavian country' ,'covers','country covers','scandinavian covers' , LOC, country 
 'long','earth', 'long earth' ,'mars','earth mars','long mars' , NUM, period 
 'i','mailing', 'i mailing' ,'lists','mailing lists','i lists' , LOC, other 
 'city','boasts', 'city boasts' ,'billingsgate','boasts billingsgate','city billingsgate' , LOC, city 
 'long','oj', 'long oj' ,'simpson','oj simpson','long simpson' , NUM, period 
 'country','lies', 'country lies' ,'directly','lies directly','country directly' , LOC, country 
 'did','surfing', 'did surfing' ,'originate','surfing originate','did originate' , LOC, other 
 'what','is', 'what is' ,'maximum','is maximum','what maximum' , NUM, count 
 'different','countries', 'different countries' ,'export','countries export','different export' , NUM, count 
 'knighted','actor', 'knighted actor' ,'narrates','actor narrates','knighted narrates' , HUM, ind 
 'football','coach', 'football coach' ,'is','coach is','football is' , HUM, ind 
 'did','chernobyl', 'did chernobyl' ,'nuclear','chernobyl nuclear','did nuclear' , NUM, date 
 'did','maya', 'did maya' ,'people','maya people','did people' , LOC, other 
 'randy','craft', 'randy craft' ,'is','craft is','randy is' , HUM, ind 
 'kosovo','province', 'kosovo province' ,'country','province country','kosovo country' , LOC, state 
 'new','england', 'new england' ,'state','england state','new state' , LOC, state 
 'hitler','came', 'hitler came' ,'power','came power','hitler power' , NUM, date 
 'markets','spaghetti-o', 'markets spaghetti-o' ,'is','spaghetti-o is','markets is' , HUM, ind 
 'people','die', 'people die' ,'tuberculosis','die tuberculosis','people tuberculosis' , NUM, count 
 'co-starred','julie', 'co-starred julie' ,'andrews','julie andrews','co-starred andrews' , HUM, ind 
 'i','status', 'i status' ,'tax','status tax','i tax' , LOC, other 
 'horsepower','shuttle', 'horsepower shuttle' ,'boosters','shuttle boosters','horsepower boosters' , NUM, other 
 'general','manuel', 'general manuel' ,'noriega','manuel noriega','general noriega' , NUM, date 
 'years','bad', 'years bad' ,'luck','bad luck','years luck' , NUM, count 
 'kentucky','horse', 'kentucky horse' ,'park','horse park','kentucky park' , LOC, other 
 'argentine','boxer', 'argentine boxer' ,'shot','boxer shot','argentine shot' , HUM, ind 
 'country','boasts', 'country boasts' ,'cars','boasts cars','country cars' , LOC, country 
 'jimmy','olsen', 'jimmy olsen' ,'is','olsen is','jimmy is' , HUM, ind 
 'people','died', 'people died' ,'tuberculosis','died tuberculosis','people tuberculosis' , NUM, count 
 'days','does', 'days does' ,'typical','does typical','days typical' , NUM, count 
 'famous','new', 'famous new' ,'york','new york','famous york' , HUM, ind 
 'russian','city', 'russian city' ,'used','city used','russian used' , LOC, city 
 'votes','congress', 'votes congress' ,'dissented','congress dissented','votes dissented' , NUM, count 
 'pia','zadora', 'pia zadora' ,'is','zadora is','pia is' , HUM, ind 
 'us','president', 'us president' ,'breed','president breed','us breed' , HUM, ind 
 'astronomer-architect','designed', 'astronomer-architect designed' ,'present','designed present','astronomer-architect present' , HUM, ind 
 'feminist','wrote', 'feminist wrote' ,'sexual','wrote sexual','feminist sexual' , HUM, ind 
 'american','world', 'american world' ,'chess','world chess','american chess' , HUM, ind 
 'woman','executed', 'woman executed' ,'england','executed england','woman england' , HUM, ind 
 'school','districts', 'school districts' ,'united','districts united','school united' , NUM, count 
 'long','did', 'long did' ,'paris','did paris','long paris' , NUM, period 
 'did','thatcher', 'did thatcher' ,'prime','thatcher prime','did prime' , NUM, date 
 'good','fractal', 'good fractal' ,'web','fractal web','good web' , LOC, other 
 'country','imposed', 'country imposed' ,'berlin','imposed berlin','country berlin' , LOC, country 
 'drugs','treat', 'drugs treat' ,'tuberculosis','treat tuberculosis','drugs tuberculosis' , NUM, money 
 'kind','habitat', 'kind habitat' ,'does','habitat does','kind does' , LOC, other 
 'logarithmic','scales', 'logarithmic scales' ,'slide','scales slide','logarithmic slide' , NUM, count 
 'hot','oven', 'hot oven' ,'making','oven making','hot making' , NUM, temp 
 'old','britney', 'old britney' ,'spears','britney spears','old spears' , NUM, period 
 'i','piano', 'i piano' ,'music','piano music','i music' , LOC, other 
 'country','is', 'country is' ,'capital','is capital','country capital' , LOC, country 
 'town','setting', 'town setting' ,'music','setting music','town music' , LOC, city 
 'i','scientific', 'i scientific' ,'data','scientific data','i data' , LOC, other 
 'people','die', 'people die' ,'snakebite','die snakebite','people snakebite' , NUM, count 
 'high','city', 'high city' ,'denver','city denver','high denver' , NUM, dist 
 'international','olympic', 'international olympic' ,'committee','olympic committee','international committee' , HUM, ind 
 'florida','admitted', 'florida admitted' ,'union','admitted union','florida union' , NUM, date 
 'times','year', 'times year' ,'does','year does','times does' , NUM, count 
 'i','read', 'i read' ,'abraham','read abraham','i abraham' , LOC, other 
 'increase','california', 'increase california' ,'gas','california gas','increase gas' , NUM, money 
 'far','longest', 'far longest' ,'hole','longest hole','far hole' , NUM, dist 
 'appointments','secretary', 'appointments secretary' ,'richard','secretary richard','appointments richard' , HUM, ind 
 'released','internet', 'released internet' ,'worm','internet worm','released worm' , HUM, ind 
 'american','captured', 'american captured' ,'plane','captured plane','american plane' , HUM, ind 
 'basketball','player', 'basketball player' ,'credited','player credited','basketball credited' , HUM, ind 
 'big','normal', 'big normal' ,'size','normal size','big size' , NUM, volsize 
