 @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA 
 'where','austerlitz', 'where austerlitz' ,'victor','austerlitz victor','where victor' ,LOC,other 
 'where','did', 'where did' ,'ty','did ty','where ty' ,LOC,other 
 'what','per-capita', 'what per-capita' ,'income','per-capita income','what income' ,NUM,money 
 'types','cheese', 'types cheese' ,'france','cheese france','types france' ,NUM,count 
 'many','', 'many ' ,'eyes',' eyes','many eyes' ,NUM,count 
 'points','disk', 'points disk' ,'center','disk center','points center' ,NUM,count 
 'what','general', 'what general' ,'direction','general direction','what direction' ,LOC,other 
 'lawyer','who', 'lawyer who' ,'represented','who represented','lawyer represented' ,HUM,ind 
 'what','new', 'what new' ,'england','new england','what england' ,LOC,mount 
 'who','black', 'who black' ,'head','black head','who head' ,HUM,ind 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'what','robust', 'what robust' ,'us','robust us','what us' ,HUM,ind 
 'what','nation', 'what nation' ,'edessa','nation edessa','what edessa' ,LOC,country 
 'country','developing', 'country developing' ,'magnetic','developing magnetic','country magnetic' ,LOC,country 
 'what','seven', 'what seven' ,'digits','seven digits','what digits' ,NUM,code 
 'what','player', 'what player' ,'is','player is','what is' ,HUM,ind 
 'where','largest', 'where largest' ,'dam','largest dam','where dam' ,LOC,other 
 'who','held', 'who held' ,'endurance','held endurance','who endurance' ,HUM,ind 
 'independent','silversmith', 'independent silversmith' ,'is','silversmith is','independent is' ,NUM,perc 
 'what','part', 'what part' ,'world','part world','what world' ,LOC,other 
 'who','woody', 'who woody' ,'woodpecker','woody woodpecker','who woodpecker' ,HUM,ind 
 'who','created', 'who created' ,'maudie','created maudie','who maudie' ,HUM,ind 
 'who','english', 'who english' ,'circumnavigator','english circumnavigator','who circumnavigator' ,HUM,ind 
 'what','salary', 'what salary' ,'us','salary us','what us' ,NUM,money 
 'what','man-waterways', 'what man-waterways' ,'176','man-waterways 176','what 176' ,LOC,other 
 'who','liberated', 'who liberated' ,'19th','liberated 19th','who 19th' ,HUM,ind 
 'what','river', 'what river' ,'strasbourg','river strasbourg','what strasbourg' ,LOC,other 
 'what','is', 'what is' ,'maximum','is maximum','what maximum' ,NUM,count 
 'what','country', 'what country' ,'located','country located','what located' ,LOC,country 
 'where','busiest', 'where busiest' ,'ports','busiest ports','where ports' ,LOC,other 
 'what','pig', 'what pig' ,'population','pig population','what population' ,NUM,count 
 'what','city', 'what city' ,'does','city does','what does' ,LOC,city 
 'what','number', 'what number' ,'goals','number goals','what goals' ,NUM,count 
 'what','actor', 'what actor' ,'tattoo','actor tattoo','what tattoo' ,HUM,ind 
 'dollars','day', 'dollars day' ,'did','day did','dollars did' ,NUM,count 
 'who','appointed', 'who appointed' ,'chair','appointed chair','who chair' ,HUM,ind 
 'where','i', 'where i' ,'up-to-date','i up-to-date','where up-to-date' ,LOC,other 
 'what','cities', 'what cities' ,'dicken','cities dicken','what dicken' ,LOC,city 
 'what','english', 'what english' ,'queen','english queen','what queen' ,HUM,ind 
 'what','river', 'what river' ,'runs','river runs','what runs' ,LOC,other 
 'when','did', 'when did' ,'mount','did mount','when mount' ,NUM,date 
 'when','child', 'when child' ,'labor','child labor','when labor' ,NUM,date 
 'three-letter','permutations', 'three-letter permutations' ,'letters','permutations letters','three-letter letters' ,NUM,count 
 'what','time', 'what time' ,'year','time year','what year' ,NUM,date 
 'what','is', 'what is' ,'longest','is longest','what longest' ,LOC,other 
 'what','tennis', 'what tennis' ,'player','tennis player','what player' ,HUM,ind 
 'what','non-conformist', 'what non-conformist' ,'abstract','non-conformist abstract','what abstract' ,HUM,ind 
 'furlongs','mile-and-a-quarter', 'furlongs mile-and-a-quarter' ,'recetrack','mile-and-a-quarter recetrack','furlongs recetrack' ,NUM,count 
 'big','baby', 'big baby' ,'bald','baby bald','big bald' ,NUM,volsize 
 'what','great', 'what great' ,'britain','great britain','what britain' ,NUM,count 
 'what','mountain', 'what mountain' ,'range','mountain range','what range' ,LOC,mount 
 'who','founded', 'who founded' ,'modern','founded modern','who modern' ,HUM,ind 
 'people','did', 'people did' ,'randy','did randy','people randy' ,NUM,count 
 'who','is', 'who is' ,'king','is king','who king' ,HUM,ind 
 'what','bestselling', 'what bestselling' ,'modern','bestselling modern','what modern' ,HUM,ind 
 'what','south', 'what south' ,'vietnamese','south vietnamese','what vietnamese' ,HUM,ind 
 'old','old', 'old old' ,'child','old child','old child' ,NUM,period 
 'when','hoover', 'when hoover' ,'dam','hoover dam','when dam' ,NUM,date 
 'tenths','earth', 'tenths earth' ,'is','earth is','tenths is' ,NUM,count 
 'what','pennsylvania', 'what pennsylvania' ,'state','pennsylvania state','what state' ,NUM,perc 
 'who','won', 'who won' ,'1968','won 1968','who 1968' ,HUM,ind 
 'who','spoke', 'who spoke' ,'word','spoke word','who word' ,HUM,ind 
 'what','thatcher', 'what thatcher' ,'is','thatcher is','what is' ,HUM,ind 
 'who','russian', 'who russian' ,'astronaut','russian astronaut','who astronaut' ,HUM,ind 
 'who','wrote', 'who wrote' ,'','wrote ','who ' ,HUM,ind 
 'what','life', 'what life' ,'expectancy','life expectancy','what expectancy' ,NUM,period 
 'who','malaysia', 'who malaysia' ,'is','malaysia is','who is' ,HUM,ind 
 'who','founded', 'who founded' ,'aerodynamics','founded aerodynamics','who aerodynamics' ,HUM,ind 
 'what','fare', 'what fare' ,'cost','fare cost','what cost' ,NUM,money 
 'who','said', 'who said' ,'','said ','who ' ,HUM,ind 
 'what','location', 'what location' ,'mccarren','location mccarren','what mccarren' ,LOC,other 
 'california','state', 'california state' ,'gas','state gas','california gas' ,NUM,money 
 'powerful','white', 'powerful white' ,'trader','white trader','powerful trader' ,HUM,ind 
 'long','border', 'long border' ,'canada','border canada','long canada' ,NUM,dist 
 'what','largest', 'what largest' ,'island','largest island','what island' ,LOC,other 
 'what','joe', 'what joe' ,'namath','joe namath','what namath' ,NUM,money 
 'where','rider', 'where rider' ,'college','rider college','where college' ,LOC,other 
 'where','chop', 'where chop' ,'suey','chop suey','where suey' ,LOC,other 
 'where','does', 'where does' ,'dew','does dew','where dew' ,LOC,other 
 'old','lucille', 'old lucille' ,'ball','lucille ball','old ball' ,NUM,period 
 'what','landmark', 'what landmark' ,'italian','landmark italian','what italian' ,LOC,other 
 'points','bullseye', 'points bullseye' ,'worth','bullseye worth','points worth' ,NUM,count 
 'what','mythology', 'what mythology' ,'websites','mythology websites','what websites' ,LOC,other 
 'what','nationality', 'what nationality' ,'ileana','nationality ileana','what ileana' ,LOC,country 
 'what','population', 'what population' ,'kansas','population kansas','what kansas' ,NUM,other 
 'who','invented', 'who invented' ,'pull-tab','invented pull-tab','who pull-tab' ,HUM,ind 
 'what','deranged', 'what deranged' ,'super-criminal','deranged super-criminal','what super-criminal' ,HUM,ind 
 'acceptance','speech', 'acceptance speech' ,'3','speech 3','acceptance 3' ,HUM,ind 
 'coca','cola', 'coca cola' ,'drunk','cola drunk','coca drunk' ,NUM,count 
 'where','did', 'where did' ,'world','did world','where world' ,LOC,other 
 'what','island', 'what island' ,'group','island group','what group' ,LOC,other 
 'who','declared', 'who declared' ,':','declared :','who :' ,HUM,ind 
 'e-commerce','companies', 'e-commerce companies' ,'started','companies started','e-commerce started' ,NUM,count 
 'what','is', 'what is' ,'east','is east','what east' ,LOC,country 
 'what','judy', 'what judy' ,'garland','judy garland','what garland' ,NUM,date 
 'ku','klux', 'ku klux' ,'klan','klux klan','ku klan' ,HUM,ind 
 'what','length', 'what length' ,'border','length border','what border' ,NUM,dist 
 'what','country', 'what country' ,'highest','country highest','what highest' ,LOC,country 
 'who','actor', 'who actor' ,'who','actor who','who who' ,HUM,ind 
 'what','city', 'what city' ,'does','city does','what does' ,LOC,city 
 'where','did', 'where did' ,'woodstock','did woodstock','where woodstock' ,LOC,other 
 'what','average', 'what average' ,'time','average time','what time' ,NUM,period 
 'what','oil-producing', 'what oil-producing' ,'countries','oil-producing countries','what countries' ,LOC,country 
 'what','new', 'what new' ,'orleans','new orleans','what orleans' ,HUM,ind 
 'where','rider', 'where rider' ,'college','rider college','where college' ,LOC,other 
 'caffeine','16', 'caffeine 16' ,'oz','16 oz','caffeine oz' ,NUM,count 
 'what','real', 'what real' ,'writer','real writer','what writer' ,HUM,ind 
 'what','countries', 'what countries' ,'auto','countries auto','what auto' ,LOC,country 
 'who','makes', 'who makes' ,'chicken','makes chicken','who chicken' ,HUM,ind 
 'what','director', 'what director' ,'portrayed','director portrayed','what portrayed' ,HUM,ind 
 'what','names', 'what names' ,'jacques','names jacques','what jacques' ,HUM,ind 
 'who','accompanied', 'who accompanied' ,'space','accompanied space','who space' ,HUM,ind 
 'what','world', 'what world' ,'war','world war','what war' ,HUM,ind 
 'who','israel', 'who israel' ,'is','israel is','who is' ,HUM,ind 
 'what','country', 'what country' ,'boasts','country boasts','what boasts' ,LOC,country 
 'where','i', 'where i' ,'ride','i ride','where ride' ,LOC,other 
 'where','virtual', 'where virtual' ,'desk','virtual desk','where desk' ,LOC,other 
 'what','california', 'what california' ,'governor','california governor','what governor' ,HUM,ind 
 'who','person', 'who person' ,'study','person study','who study' ,HUM,ind 
 'who','author', 'who author' ,'book','author book','who book' ,HUM,ind 
 'black-and-white','1-cent', 'black-and-white 1-cent' ,'stamp','1-cent stamp','black-and-white stamp' ,NUM,money 
 'what','probability', 'what probability' ,'2','probability 2','what 2' ,NUM,perc 
 'where','bridge', 'where bridge' ,'river','bridge river','where river' ,LOC,other 
 'people','did', 'people did' ,'united','did united','people united' ,NUM,count 
 'elephants','left', 'elephants left' ,'earth','left earth','elephants earth' ,NUM,count 
 'who','did', 'who did' ,'doris','did doris','who doris' ,HUM,ind 
 'when','practical', 'when practical' ,'commercial','practical commercial','when commercial' ,NUM,date 
 'what','scandinavian', 'what scandinavian' ,'country','scandinavian country','what country' ,LOC,country 
 'long','earth', 'long earth' ,'mars','earth mars','long mars' ,NUM,period 
 'where','i', 'where i' ,'mailing','i mailing','where mailing' ,LOC,other 
 'what','city', 'what city' ,'boasts','city boasts','what boasts' ,LOC,city 
 'who','owner', 'who owner' ,'cnn','owner cnn','who cnn' ,HUM,ind 
 'long','oj', 'long oj' ,'simpson','oj simpson','long simpson' ,NUM,period 
 'what','country', 'what country' ,'lies','country lies','what lies' ,LOC,country 
 'where','did', 'where did' ,'surfing','did surfing','where surfing' ,LOC,other 
 'what','tallest', 'what tallest' ,'mountain','tallest mountain','what mountain' ,LOC,mount 
 'what','is', 'what is' ,'maximum','is maximum','what maximum' ,NUM,count 
 'different','countries', 'different countries' ,'export','countries export','different export' ,NUM,count 
 'what','knighted', 'what knighted' ,'actor','knighted actor','what actor' ,HUM,ind 
 'what','football', 'what football' ,'coach','football coach','what coach' ,HUM,ind 
 'when','did', 'when did' ,'chernobyl','did chernobyl','when chernobyl' ,NUM,date 
 'where','did', 'where did' ,'maya','did maya','where maya' ,LOC,other 
 'what','randy', 'what randy' ,'craft','randy craft','what craft' ,HUM,ind 
 'kosovo','province', 'kosovo province' ,'what','province what','kosovo what' ,LOC,state 
 'what','new', 'what new' ,'england','new england','what england' ,LOC,state 
 'hitler','came', 'hitler came' ,'power','came power','hitler power' ,NUM,date 
 'who','markets', 'who markets' ,'spaghetti-o','markets spaghetti-o','who spaghetti-o' ,HUM,ind 
 'where','haversian', 'where haversian' ,'canals','haversian canals','where canals' ,LOC,other 
 'people','die', 'people die' ,'tuberculosis','die tuberculosis','people tuberculosis' ,NUM,count 
 'who','co-starred', 'who co-starred' ,'julie','co-starred julie','who julie' ,HUM,ind 
 'where','i', 'where i' ,'status','i status','where status' ,LOC,other 
 'what','horsepower', 'what horsepower' ,'shuttle','horsepower shuttle','what shuttle' ,NUM,other 
 'when','general', 'when general' ,'manuel','general manuel','when manuel' ,NUM,date 
 'years','bad', 'years bad' ,'luck','bad luck','years luck' ,NUM,count 
 'where','kentucky', 'where kentucky' ,'horse','kentucky horse','where horse' ,LOC,other 
 'what','argentine', 'what argentine' ,'boxer','argentine boxer','what boxer' ,HUM,ind 
 'what','country', 'what country' ,'boasts','country boasts','what boasts' ,LOC,country 
 'what','jimmy', 'what jimmy' ,'olsen','jimmy olsen','what olsen' ,HUM,ind 
 'people','died', 'people died' ,'tuberculosis','died tuberculosis','people tuberculosis' ,NUM,count 
 'days','does', 'days does' ,'typical','does typical','days typical' ,NUM,count 
 'what','famous', 'what famous' ,'new','famous new','what new' ,HUM,ind 
 'what','russian', 'what russian' ,'city','russian city','what city' ,LOC,city 
 'votes','congress', 'votes congress' ,'dissented','congress dissented','votes dissented' ,NUM,count 
 'who','pia', 'who pia' ,'zadora','pia zadora','who zadora' ,HUM,ind 
 'what','us', 'what us' ,'president','us president','what president' ,HUM,ind 
 'what','astronomer-architect', 'what astronomer-architect' ,'designed','astronomer-architect designed','what designed' ,HUM,ind 
 'what','feminist', 'what feminist' ,'wrote','feminist wrote','what wrote' ,HUM,ind 
 'who','american', 'who american' ,'world','american world','who world' ,HUM,ind 
 'who','woman', 'who woman' ,'executed','woman executed','who executed' ,HUM,ind 
 'school','districts', 'school districts' ,'united','districts united','school united' ,NUM,count 
 'long','did', 'long did' ,'paris','did paris','long paris' ,NUM,period 
 'when','did', 'when did' ,'thatcher','did thatcher','when thatcher' ,NUM,date 
 'what','good', 'what good' ,'fractal','good fractal','what fractal' ,LOC,other 
